"Total Asset","Cash","Total Debt in Current Liabilities","Total Long-Term Debt","Earnings Before Interest","Gross Profit (Loss)","Total Liabilities","Retained Earnings","Total debt/total asset","Total asset/Total libiilities","EBTI/total asset","Gross Profit/Revenue","EBTI/REV","Sales/Turnover (Net)","Total Stockholders Equity","Total Interest and Related Expense","Market Value - Total - Fiscal","Total Inventories","Total Revenue","Operating Activities - Net Cash Flow","Financing Activities - Net Cash Flow","Net Cash Flow","Rating level","Debt-to-Equity Ratio","Total Current Asset","Working Capital Ratio","Debt Service Coverage Ratio","Gross Profit Margin"
689.126,16.984,25.07,592.097,139.776,358.502,816.667,-378.783,0.859199914,0.843827411,0.202830832,0.58353354,0.227513331,614.364,-127.541,70.18,209.1413,4.252,614.364,79.19,-107.848,-28.658,"High Risk",4.2492767031778005,21.23599999999999,0.037451479382815976,0.22648002890627658,58.35335403767148
2984.1,281.9,21.4,956.2,589.2,986,1890.1,2296.9,0.320431621,1.578805354,0.197446466,0.262940345,0.15712419,3749.9,1094,38.8,6525.48,519.6,3749.9,552.6,-402.2,150.4,"Moderate Risk",-0.8349177330895796,801.5,0.8574026529738981,0.6027004909983634,26.294034507586865
15361.781,1329.529,1804.564,4470.976,1368.098,2499.577,8150.214,4305.947,0.29104542,1.884831613,0.089058554,0.228271893,0.124940468,10949.999,7211.567,281.394,9703.7956,10628.694,10949.999,507.804,-250.883,256.921,"Moderate Risk",-0.11950911639592328,11958.223,4.484761919763338,0.2180048250827817,22.827189299286697
45071.307,3807.558,7738.218,6959.743,1292.542,2122.9,34305.849,4956.088,0.154416268,1.313808237,0.028677713,0.195204636,0.118851661,10875.254,10428.649,921.34,8356.6313,15596.221,10875.254,603.641,230.906,834.547,"Moderate Risk",0.8166631171496902,19403.779,-24.925372041491393,0.08794022517817267,19.52046361399927
38805.9,4582.1,1937.4,8367.8,5275.4,16971.3,24725.4,10772.3,0.215632159,1.569475115,0.135943246,0.79969937,0.248580489,21222.1,14080.5,232.9,77291.8563,3561.9,21222.1,4851,-559.8,4291.2,"Low Risk",-0.3190937821810305,8144,1.2664842000497636,0.5119163140938555,79.96993699963717
1110.319,478.536,3.664,389.742,229.113,826.92,680.388,1277.936,0.351018041,1.631890921,0.206348806,0.598576307,0.165846289,1381.478,429.931,19.714,2393.0459,167.461,1381.478,244.886,-3.157,241.729,"Moderate Risk",-0.8894776138496644,645.9970000000001,1.6732292438315575,0.5823830851588435,59.8576307404099
34436,1314,1180,11429,3674,13172,21408,4977,0.331891044,1.608557549,0.106690673,0.283971111,0.07920664,46385,13028,556,28316.4482,4371,46385,3519,-1782,1737,"Moderate Risk",-0.6961160577218299,5685,0.5546882622694898,0.29137917360615434,28.397111135065217
47806,1837,0,14282,6309,6309,46200,1222,0.298749111,1.034761905,0.131970882,0.133529462,0.133529462,47248,1606,663,72232.66,4670,47248,5189,-3457,1732,"Moderate Risk",-8.892901618929017,6507,0.45560845819913176,0.4417448536619521,13.352946156451068
11282.245,0.314,0,3773.517,-34.288,199.387,5873.877,-117.317,0.334465082,1.920749277,-0.003039111,0.181418743,-0.031198051,1099.043,5408.368,168.213,8491.8678,17.7,1099.043,387.068,-78.39,308.678,"Moderate Risk",-0.697718239587247,18.013999999999214,0.0047737959044570925,-0.009086483511270785,18.14187433976651
2031.2,659.3,2.6,374.4,325.8,509.4,835.5,753.1,0.184324537,2.43111909,0.160397794,0.228082744,0.145876243,2233.4,1195.7,34,2731.9208,234.6,2233.4,342.3,-407,-64.7,"Moderate Risk",-0.3087731036213096,893.8999999999999,2.404249596557289,0.8641909814323607,22.808274379869257
2528.589,282.909,114.485,856.646,150.554,401.094,1208.519,336.023,0.338784199,2.092303886,0.059540716,0.172376833,0.064703091,2326.844,1320.07,52.681,1321.1051,1906.271,2326.844,115.917,-23.214,92.703,"Moderate Risk",-0.4754869059974092,2189.18,2.9497373211472984,0.15502954802184257,17.23768331697355
22566,974,762,2394,3721,5322,12347,5867,0.106088806,1.827650441,0.164894088,0.146028262,0.102099053,36445,10219,100,16589.7802,2804,36445,3386,-1020,2366,"Low Risk",-0.08513553185243175,3778,2.314950980392157,1.1790240811153359,14.602826176430236
1517.8,69.9,12.4,269.1,18.2,298.9,927.3,84.4,0.177296086,1.636794996,0.01199104,0.185295394,0.011282624,1613.1,590.5,41.8,836.2492,429,1613.1,-172.3,219.4,47.1,"High Risk",-0.4137171888230314,498.9,1.9435138293728083,0.06465364120781528,18.529539396193666
31094,2490,686,6589,1192,1803,13553,12589,0.211905834,2.294252195,0.03833537,0.447283552,0.295708261,4031,17541,389,14661.57,227,4031,1073,1074,2147,"Moderate Risk",-0.297417479049085,2717,0.4602744367270879,0.1638487972508591,44.72835524683701
18190,1026,312,4495,3158,3158,11918,7295,0.247113799,1.526262796,0.173611875,0.239242424,0.239242424,13200,6272,189,34774.4467,0,13200,2007,-1067,940,"Low Risk",-0.6171875,1026,0.24527850824766914,0.6569586020386936,23.924242424242422
5137,990,2,2995,1203,2598,5240,-616,0.583025112,0.980343511,0.234183376,0.353133071,0.163517738,7357,-103,189,10055.16,712,7357,726,-1046,-320,"Moderate Risk",29.038834951456312,1702,0.5686602071500167,0.4014014014014014,35.31330705450591
6493.794,869.531,192.168,2134.271,818.845,2790.188,4086.012,2602.33,0.328663182,1.589274334,0.126096547,0.511337176,0.150063684,5456.65,2407.782,95.118,9433.12,613.798,5456.65,594.509,-281.471,313.038,"Moderate Risk",-0.7267829894899123,1483.3289999999997,0.7637746298728747,0.351973552712966,51.133717573969385
4635.9,118.4,393.2,1054,762.1,1931.6,2997.8,542.4,0.227356069,1.546434052,0.164390949,0.437855605,0.172753032,4411.5,1638.1,56,11442.066,756.3,4411.5,658.1,-371.5,286.6,"Low Risk",-0.16335999023258652,874.6999999999998,1.3236985472154963,0.5266030956329464,43.78556046696135
3222.23,595.921,48.125,704.395,297.497,476.249,1626.762,-293.662,0.218604817,1.980763013,0.092326432,0.180672258,0.112859984,2635.983,1595.468,75,1783.8573,319.138,2635.983,178.179,-115.772,62.407,"High Risk",-0.3811702898459887,915.0589999999997,1.3943331250857114,0.3953343432732685,18.067225774976546
31023.9,1223.4,77.2,25878.5,9210.9,11595.4,33228.2,43129.8,0.834147222,0.933661769,0.296896909,0.470938473,0.374093795,24621.9,-2204.3,891.9,99725.196,58.9,24621.9,5885.6,-11262.4,-5376.8,"Moderate Risk",11.66996325364061,1282.2999999999993,0.04969904617209208,0.35487002854864247,47.09384734728026
94462,3371,1916,25615,13019,31378,57628,38678,0.271167242,1.63916846,0.137822617,0.176751574,0.073335737,177526,36834,1091,83723.51,14760,177526,10069,-6689,3380,"Moderate Risk",-0.5913829613943639,18131,0.7650533777796531,0.47288511132904726,17.675157441726846
95377,6515,568,24274,15309,31658,55069,38907,0.254505803,1.731954457,0.160510396,0.795287261,0.384580601,39807,40308,693,161817.794,4866,39807,10376,-9044,1332,"Low Risk",-0.5740299692368761,11381,0.48008942883658146,0.6162547298929233,79.52872610344915
27540,4140,756,9154,3212,5485,14612,5264,0.332389252,1.884752258,0.116630356,0.442374385,0.259053149,12399,12928,480,17149.6,2889,12399,3168,1745,4913,"Moderate Risk",-0.5911200495049505,7029,0.8369849964277208,0.32411705348133196,44.23743850310509
4423,189.5,40.7,2138.5,357.1,987.2,2694.1,348.4,0.483495365,1.641735645,0.080737056,0.596495468,0.215770393,1655,1728.9,120.1,4768.928,213.1,1655,274.6,1072.7,1347.3,"Moderate Risk",-1.1898316848863442,402.5999999999999,0.19191533987987408,0.16386747430249635,59.649546827794566
45904.434,1187.844,782.334,14492.237,3664.324,3664.324,37619.44,8160.6,0.315704513,1.220231721,0.079825056,0.337861326,0.337861326,10845.645,8284.994,700.545,13160.6811,878.123,10845.645,2998.699,688.232,3686.931,"Moderate Risk",-1.5603594884920855,2065.966999999997,0.15069158403235947,0.23989701576561465,33.786132590546714
620.161,3.879,18.159,134.538,53.428,53.428,399.288,65.392,0.21694044,1.553167138,0.086151822,0.401998405,0.401998405,132.906,220.873,5.293,699.7502,4.094,132.906,47.071,0.714,47.785,"Low Risk",-0.44468993493998826,7.972999999999956,0.06850892343120284,0.349895544771672,40.19984048876649
32906,2398,972,10723,8586,16543,22563,30662,0.325867623,1.458405354,0.260925059,0.549437045,0.285163904,30109,10343,209,106557.3618,3385,30109,6662,-4626,2036,"Low Risk",-0.8487866189693513,5783,0.5930673777048507,0.7341598973920479,54.943704540170714
4906.4,27.5,187.7,1370.4,409,409,3013.4,597.7,0.279308658,1.628194067,0.083360509,0.30529223,0.30529223,1339.7,1893,70.3,3181.2564,104.2,1339.7,332,-125.3,206.7,"Moderate Risk",-0.525620707871104,131.69999999999982,0.1113553732983849,0.2624991977408382,30.52922296036426
3041.859,325.128,1.546,1010.304,322.751,810.048,2047.797,1271.478,0.332133738,1.485429952,0.106103209,0.335849568,0.133814026,2411.937,988.411,34.605,2135.835,479.04,2411.937,215.854,-119.86,95.994,"Moderate Risk",-1.0190214394619241,804.1680000000001,0.797186242884815,0.3189711913821218,33.584956821011495
8463,1030,4,4392,1541,3094,9415,-1169,0.518964906,0.898884758,0.18208673,0.512421332,0.255216959,6038,-952,225,13651.983,768,6038,1165,-1042,123,"Moderate Risk",4.605042016806722,1798,0.4097538742023701,0.3505459508644222,51.2421331566744
10295.86,872.797,569.817,2422.75,796.947,1111.301,5379.181,5101.384,0.235313029,1.914019997,0.077404607,0.614122653,0.44040562,1809.575,4916.679,152.492,5360.6483,127.071,1809.575,600.795,-290.881,309.914,"Moderate Risk",-0.2609720911208562,999.8680000000004,0.5396136827397431,0.26630882449749665,61.41226531091554
7673,498,50,3001,963,2117,6112,662,0.39111169,1.255399215,0.125505018,0.323551888,0.147180193,6543,1546,170,5053.776,699,6543,855,-467,388,"Moderate Risk",-1.8764553686934022,1197,0.4056252117926127,0.31563421828908556,32.3551887513373
5636.387,129.972,0,2086.252,789.061,789.061,4109.383,670.721,0.37013995,1.371589604,0.139994113,0.543274792,0.543274792,1452.416,1527.004,121.044,4602.3843,68.198,1452.416,588.979,-119.107,469.872,"Moderate Risk",-1.3662387262901734,198.17000000000007,0.09498852487618949,0.37821940973573664,54.327479179518825
24701,716,191,15064,2282,2282,21226,-2000,0.609853852,1.163714313,0.092384924,0.11630396,0.11630396,19621,1082,1001,1479.3402,326,19621,558,232,790,"High Risk",-13.569316081330868,1042,0.0700598399784845,0.14959029826286463,11.630396004281128
918.528,24.505,1.802,358.513,106.155,282.269,619.448,163.816,0.390312544,1.48281696,0.115570783,0.219913256,0.082704412,1283.547,299.08,18.822,616.2356,338.494,1283.547,107.429,-77.51,29.919,"High Risk",-1.1866691186304665,362.999,1.0176277154335023,0.29461720994130136,21.991325600075413
33837.5,587.5,601.9,11290.9,2347.2,5334.2,22453.1,1245.1,0.333680089,1.50703021,0.069366827,0.402156212,0.176960193,13264,11384.4,387.7,21543.625,2116,13264,1828.5,7340.4,9168.9,"Moderate Risk",-0.886045817083026,2703.5,0.25292356628309476,0.19736311045338356,40.21562123039807
21031,2756,566,4049,1442,1957,9157,382,0.19252532,2.296712897,0.068565451,0.291610788,0.214871107,6711,11874,306,18072.9426,1380,6711,2786,-1801,985,"Moderate Risk",-0.24566279265622368,4136,1.18748205569911,0.3124593716143012,29.161078825808374
798.183,87.878,83.368,72.9,-12.986,75.262,297.64,66.665,0.091332439,2.681706088,-0.016269452,0.159623836,-0.027542121,471.496,500.543,9.708,635.1075,143.612,471.496,11.095,-0.65,10.445,"High Risk",0.18746840930749203,231.49,-22.114061902942325,-0.0831008267847544,15.962383562108693
21011,1180,63,7011,855,2179,11411,3525,0.333682357,1.841293489,0.04069297,0.642962526,0.25228681,3389,9600,412,16495.1659,89,3389,1351,-768,583,"Moderate Risk",-0.7171875,1269,0.18264248704663213,0.12086513994910941,64.29625258188256
34892,956,650,9842,4100,4100,22483,9938,0.282070389,1.551928123,0.117505445,0.414644013,0.414644013,9888,12409,589,31385.4733,257,9888,3034,-1347,1687,"Moderate Risk",-0.688371343379805,1213,0.13196257615317666,0.390773922988944,41.46440129449838
18691.9,26.4,1851.1,6058.2,1427.4,1427.4,14620.7,-997.3,0.324108304,1.27845452,0.076364629,0.317729549,0.317729549,4492.5,4071.2,355.1,7154.7624,494.4,4492.5,803.3,790.5,1593.8,"Moderate Risk",-0.5786991550402831,520.7999999999993,0.12379073471037039,0.18047109099414615,31.772954924874792
41155.277,84.476,647.529,14194.718,3517.058,3517.058,30134.428,3871.298,0.34490639,1.365722854,0.085458251,0.316654662,0.316654662,11106.92,11020.849,646.907,20643.9761,604.226,11106.92,3052.299,208.65,3260.949,"Low Risk",-1.1704778824208553,688.7019999999975,0.05083726225418406,0.23696263780005816,31.665466213855865
25614,2541,12,7058,3649,6233,20355,5084,0.275552432,1.258364038,0.142461154,0.254325118,0.148890158,24508,5259,301,40717.3154,816,24508,2813,-1786,1027,"Moderate Risk",-1.337516638144134,3357,0.4764405336361056,0.5161244695898162,25.432511832870897
3079.801,3.521,93.289,679.334,221.569,221.569,2229.304,405.31,0.220577239,1.381507861,0.071942635,0.319688404,0.319688404,693.078,850.497,39.128,1712.074,70.055,693.078,222.147,-86.208,135.939,"Low Risk",-0.5793741776866937,73.57600000000002,0.12554667303705352,0.28677505070390086,31.968840447972667
5499.321,5.079,302.79,1817.684,405.283,405.283,3823.094,387.205,0.330528805,1.43844776,0.073696916,0.3223575,0.3223575,1257.247,1676.227,94.97,2748.6408,49.206,1257.247,289.012,-9.366,279.646,"Moderate Risk",-0.7231144707727534,54.284999999999854,0.03583419037899672,0.19112849296902484,32.23575001570892
15223.518,2045.961,617.959,3739.141,2136.3,2712.961,6968.81,7313.073,0.245616092,2.184521891,0.140328931,0.16738281,0.131804289,16208.122,8254.708,185.119,18971.2262,2479.958,16208.122,1737.533,-613.966,1123.567,"Low Risk",-0.3032479162194472,4525.919,1.4500657122846408,0.4903031833099998,16.738280968023314
43109,2233,0,9819,2757,4149,21612,22715,0.227771463,1.994678882,0.063954163,0.411199207,0.273240833,10090,21497,292,54436.6727,866,10090,3383,391,3774,"Low Risk",-0.4567614085686375,3099,0.3156125878399022,0.28078215704246867,41.1199207135778
3130.315,450.193,0,793.058,329.915,538.378,1613.672,1992.57,0.253347666,1.93987068,0.105393547,0.237003561,0.145234445,2271.603,1516.643,29.058,2766.4137,280.13,2271.603,340.522,-97.142,243.38,"Moderate Risk",-0.5229035442091514,730.3229999999999,0.9208948147550367,0.4160036214249147,23.70035609215167
43148,199,4360,18192,4092,4092,36907,-4358,0.421618615,1.169100713,0.094836377,0.281005356,0.281005356,14562,6241,1146,13699.3937,564,14562,3371,-22,3349,"Moderate Risk",-1.5177054959141163,763,0.05516194331983806,0.18144732174529976,28.100535640708696
9939.6,0.3,460.9,2405.8,825.9,825.9,6495.8,2338,0.242041933,1.530157948,0.083091875,0.365571884,0.365571884,2259.2,3443.8,149.6,6679.965,161.5,2259.2,644.6,-99.1,545.5,"Low Risk",-0.4309193332946164,161.79999999999927,0.0831919378888371,0.288101301147661,36.55718838526912
8762.6,184.5,80.5,3537.1,813.2,1136.4,6489.6,-136.2,0.403658731,1.350252712,0.092803506,0.204734623,0.146506684,5550.6,2273,193.8,4235.894,630.4,5550.6,603.2,-337.5,265.7,"Moderate Risk",-1.485305763308403,814.8999999999996,0.23575189492564938,0.22478991596638656,20.47346232839693
16138.751,248.875,1520.927,7919.996,1667.626,1667.626,12709.836,-154.35,0.490744048,1.269784362,0.103330549,0.186934014,0.186934014,8920.934,3428.915,480.242,12095.2536,200.946,8920.934,1351.614,-584.792,766.822,"Moderate Risk",-1.422648855395949,449.8209999999999,0.07029475694042366,0.17663802575235493,18.693401385998374
1912.385,0,76.084,505.341,184.544,184.544,1242.281,135.679,0.264246478,1.539414191,0.096499397,0.229664024,0.229664024,803.539,670.104,31.935,1605.3984,83.74,803.539,163.386,-4.062,159.324,"Moderate Risk",-0.5270420710815037,83.74000000000001,0.19508126833109304,0.31739949262587613,22.966402377482613
2717.752,185.488,4.804,564.583,272.279,1187.31,1757.714,618.021,0.20773897,1.546185557,0.100185374,0.122108132,0.028002358,9723.431,960.038,27.057,2153.784,916.311,9723.431,186.934,-141.943,44.991,"Moderate Risk",-0.5780760761553189,1101.799,1.9682749799474435,0.47819672735766716,12.21081324071719
7741,112,3,2099,1093,1753,3850,667,0.271153598,2.010649351,0.141196228,0.308789854,0.192531267,5677,3891,108,5810.812,710,5677,943,-88,855,"Moderate Risk",-0.5379079928039064,822,0.39217557251908397,0.5199809705042816,30.878985379601904
9135,492,195,5133,1117,1685,8772,-2268,0.561904762,1.041381669,0.122276957,0.251417487,0.166666667,6702,363,263,2826.3046,983,6702,751,-228,523,"Moderate Risk",-13.066115702479339,1475,0.29870392871607937,0.20964714714714713,25.141748731721876
15769,1820,629,3787,2617,6703,10856,13628,0.240154734,1.452560796,0.165958526,0.45394826,0.177231478,14766,4913,133,24384.5908,1546,14766,1325,-1184,141,"Low Risk",-0.5147567677590067,3366,1.065864471184294,0.5926177536231884,45.39482595151023
68598,177,2216,16220,5662,5662,50406,5742,0.236450042,1.360909416,0.08253885,0.32050266,0.32050266,17666,18192,880,30803.8268,463,17666,4409,1171,5580,"Moderate Risk",-0.6479771328056289,640,0.04570122822050843,0.3071165111737904,32.05026604777539
47786,349,2692,14429,2933,2933,32545,9969,0.301950362,1.468305423,0.061377809,0.288029068,0.288029068,10183,15241,673,25175.3979,258,10183,2319,2513,4832,"Moderate Risk",-0.593464995735188,607,0.05171679304762716,0.1713100870276269,28.802906805460083
1103.551,119.691,0,576.326,31.027,64.483,764.416,-356.896,0.52224682,1.443652409,0.028115601,0.151012637,0.072662083,427.004,339.135,47.1,325.3068,32.354,427.004,21.285,-9.375,11.91,"High Risk",-1.6993999439751133,152.04500000000007,0.26381770039873276,0.05383584984887026,15.101263688396363
12056.738,1221.653,361.84,2675,1573.584,2911.893,7478.06,8075.101,0.221867639,1.612281528,0.130514904,0.256311619,0.138510537,11360.753,4578.678,136.517,14479.9966,1173.329,11360.753,1169.843,-802.423,367.42,"Low Risk",-0.42617541569859246,2394.982,1.0353723910148889,0.5181649346030742,25.631161948508165
55072,2107,0,2218,962,962,50153,3718,0.04027455,1.098079876,0.017468042,0.14905485,0.14905485,6454,4919,85,7659.7429,0,6454,1150,2718,3868,"Moderate Risk",-0.45090465541776786,2107,0.9499549143372408,0.4337240757439134,14.905484970560892
38315,341,1441,17808,3979,3979,28416,51,0.464778807,1.348360079,0.103849667,0.529333511,0.529333511,7517,9899,888,23144.8406,356,7517,2890,-439,2451,"Low Risk",-1.5078290736438025,697,0.04258569071912996,0.20671203698893448,52.93335107090594
11534.8,238.5,0.8,4278.4,919.5,1975.1,7280.4,1331.8,0.37091237,1.584363497,0.079715296,0.40390593,0.18803681,4890,4254.4,148.4,10191.5636,524.2,4890,861.4,-600.1,261.3,"Moderate Risk",-1.0052651372696502,762.7000000000007,0.17830091640172077,0.2148766124509254,40.39059304703476
74129,9158,6892,30053,12698,36888,62930,38599,0.405414885,1.177959638,0.171295984,0.587397889,0.202200672,62799,11199,1109,149411.64,2723,62799,10404,-2942,7462,"Low Risk",-1.4527189927672113,11881,0.5129743966149993,0.3437000947354175,58.739788850140926
4038.62,146.103,85.89,673.629,269.179,524.449,2485.597,428.212,0.166796827,1.624808849,0.066651232,0.105457668,0.054127264,4973.076,1553.023,59.782,1377.908,831.826,4973.076,113.336,-24.19,89.146,"Moderate Risk",-0.32314331468368473,977.9290000000001,1.6638831181868143,0.35440719718664043,10.545766845308616
4485.842,244.1,0.699,1045.469,140.246,257.385,1863.088,134.208,0.233059702,2.407745635,0.031264142,0.672172675,0.36625883,382.915,2622.754,66.461,4766.7641,0,382.915,486.263,1266.113,1752.376,"High Risk",-0.3980819398235595,244.10000000000036,0.23363993989107687,0.13405686276009207,67.21726753979343
1448.44,2.596,0,631.247,46.33,90.748,848.662,293.963,0.435811632,1.706733658,0.031986137,0.143113525,0.073064416,634.098,599.778,30.644,282.1677,70.402,634.098,-0.564,75.971,75.407,"Moderate Risk",-1.0524677463995011,72.99800000000005,0.11564094562033571,0.07339440821104892,14.311352503871644
171615,2595,10688,31398,20058,42654,111775,60738,0.182956035,1.535361217,0.116877895,0.807473876,0.379713766,52824,59840,1247,197153.6,6783,52824,15901,-8921,6980,"Low Risk",-0.16747994652406417,9378,0.4528247223563496,0.47659554246067576,80.74738755111312
114904,635,3697,32216,8049,8049,87292,9370,0.280373181,1.316317647,0.070049781,0.256664541,0.256664541,31360,27612,1678,32794.0022,1638,31360,8445,1191,9636,"Moderate Risk",-0.8989569752281616,2273,0.07970125179704758,0.2241249686742962,25.66645408163265
45932,4569,0,13881,9169,11791,33121,34854,0.302207611,1.386793877,0.199621179,0.609763666,0.474168692,19337,12773,754,131404.0526,2051,19337,3791,-5299,-1508,"Low Risk",-1.0867454787442261,6620,0.4769108853828975,0.6605431885310856,60.97636655117134
89772,3610,1089,26186,5368,7293,54546,25355,0.291694515,1.645803542,0.059795927,0.307812434,0.226564808,23693,35226,1402,62036.6677,1018,23693,4403,764,5167,"Low Risk",-0.6815420428092885,4628,0.18440451049926285,0.1968102658111824,30.781243405225172
5837.133,770.985,614.485,2750.405,738.75,2070.383,5940.793,4167.601,0.47119108,0.982551151,0.126560419,0.607760874,0.216860043,3406.575,-103.66,88.97,2820.3121,92.726,3406.575,490.692,-224.099,266.593,"Moderate Risk",14.677165734130812,863.7110000000002,0.40437422749915736,0.2195465527847864,60.776087419182026
7979.3,827,0,1733.2,909.1,1147.1,3795,-10987,0.217212036,2.102582345,0.1139323,0.330385945,0.261837558,3472,4184.3,115.6,3872.1055,986.8,3472,1099.2,-48.3,1050.9,"Moderate Risk",-0.41421504194249936,1813.8000000000002,1.046503577198246,0.5245211170090007,33.03859447004608
927.681,82.584,11.032,572.956,117.276,168.995,771.407,-239.519,0.61762179,1.202583072,0.126418456,0.282081926,0.195753957,599.099,156.274,28.977,1687.6164,52.622,599.099,102.117,-120.809,-18.692,"Moderate Risk",-3.5251673342974517,135.20600000000002,0.24061260953438549,0.20081919491496397,28.208192635941636
127136,7102,11653,18945,17439,36186,69153,72046,0.149013655,1.838474108,0.137168072,0.554158563,0.267063814,65299,57983,579,225905.8256,4716,65299,15435,-9213,6222,"Low Risk",0.07521169998102892,11818,1.6206801974766867,0.5699392117131838,55.41585629182683
6471.08,4.522,560.448,2119.364,487.095,487.095,4714.679,512.291,0.327513182,1.37253883,0.075272597,0.357382621,0.357382621,1362.951,1756.401,135.733,2732.1322,73.027,1362.951,415.454,242.392,657.846,"Moderate Risk",-0.5684738280153565,77.54899999999998,0.04974546415586213,0.1817646163238317,35.738262050506584
40070,423,888,10895,3314,3314,26940,8911,0.271899176,1.487379362,0.082705266,0.359904431,0.359904431,9208,13130,385,22153.5201,887,9208,3311,966,4277,"Moderate Risk",-0.6945163747143945,1310,0.13090836414509843,0.28125265212594414,35.99044309296264
10178.2,698.882,466.103,3003.691,1019.103,1962.864,5518.837,1539.682,0.295110236,1.844265377,0.100126054,0.255965331,0.132895115,7668.476,4659.363,161.192,5864.8742,7537.315,7668.476,68.27,350.735,419.005,"Moderate Risk",-0.44458545084381695,8236.197,3.245679361661547,0.293707061571955,25.596533131224508
30052,3303,0,5335,3597,6479,19537,10063,0.177525622,1.538209551,0.119692533,0.269184428,0.149445345,24069,10066,232,41577.6,5455,24069,2852,-1930,922,"Low Risk",-0.5300019868865488,8758,1.6416119962511715,0.6742268041237114,26.91844281025385
10060,64.8,4958.7,1611.1,971.3,3313.2,7749.7,3133.3,0.160149105,1.298114766,0.096550696,0.153325003,0.044948864,21609,2310.3,192.5,4896.7198,3520.1,21609,516,-35.6,480.4,"Moderate Risk",3.59533393931524,3584.8999999999996,-1.070886605329191,0.14784316113123688,15.332500347077605
7101.2,1526.4,448.6,1516.3,1180.3,2647.7,5111.1,4129.6,0.213527291,1.389368238,0.166211345,0.450327409,0.200748363,5879.5,1990.1,71.3,15720.69,526.6,5879.5,947.3,-397.7,549.6,"Low Risk",-0.31108989498015166,2053,1.9228247635103497,0.6006921471830627,45.03274087932647
28342,0,1621,15330,5022,5022,23073,4792,0.540893374,1.228362155,0.177192859,0.366515837,0.366515837,13702,5269,773,26719.2364,315,13702,3957,-1583,2374,"Moderate Risk",-2.294173467451129,315,0.022977605952294113,0.29626570703793287,36.65158371040724
10902.454,58.801,791.41,4599.864,1745.958,2581.005,8850.179,992.994,0.421910884,1.23189079,0.160143579,0.380287474,0.257250938,6786.984,2052.275,147.843,3979.7857,69.529,6786.984,1599.093,-185.922,1413.171,"Moderate Risk",-1.4700973310107075,128.32999999999993,0.03369608770382941,0.32384887134284035,38.02874737880625
18707,208,958,6473,1524,1524,12982,3335,0.346020206,1.440995224,0.081466831,0.36053939,0.36053939,4227,5725,361,10471.712,291,4227,1092,560,1652,"Moderate Risk",-0.7959825327510917,499,0.09048050770625567,0.20508679854662898,36.053938963804114
77956,2929,3153,16463,5937,7352,36427,31827,0.211183232,2.140060944,0.076158346,0.264365336,0.213484358,27810,41529,570,116814.4102,4225,27810,6261,-5428,833,"Low Risk",-0.24457607936622602,7154,0.5374906085649888,0.3026610929853181,26.43653362099964
7389.1,363.7,420.7,3938.3,1063.9,2654.8,6779.4,90.9,0.532987779,1.089934212,0.143982352,0.391661626,0.156956759,6778.3,609.7,229.9,8772.4739,659.9,6778.3,906.9,-540.9,366,"Moderate Risk",-5.079383303263901,1023.6000000000004,0.2909938594496248,0.2440697407662308,39.166162607143384
12038.149,194.986,110.901,3196.616,739.979,854.623,10942.902,-86.895,0.265540491,1.100087436,0.0614695,0.281947995,0.244125884,3031.137,1095.247,162.093,5379.102,26.431,3031.137,463.595,-188.93,274.665,"Moderate Risk",-2.7161124385640867,221.41699999999946,0.07175549264919134,0.22372643889661037,28.194799509227064
6752.521,889.793,741.214,1211.326,2018.95,6119.976,4874.08,3509.146,0.179388705,1.385393962,0.298992036,0.516209637,0.170295022,11855.602,1878.441,154.088,24996.3136,1068.326,11855.602,1308.572,-307.353,1001.219,"Low Risk",0.14432287199864147,1958.1189999999997,4.165218075692601,1.0340121073063804,51.62096365920515
4723.2,77.6,304.7,724.2,940.7,2077.4,2088,2886.4,0.153328252,2.262068966,0.19916582,0.559674551,0.253434991,3711.8,2635.2,52.2,9925.0965,530.5,3711.8,576.1,-116,460.1,"Low Risk",-0.043564055859137855,608.1000000000004,1.4495828367103702,0.9142773836135678,55.96745514305728
3923.203,257.226,32.045,1020.698,642.108,1142.608,2368.498,1204.133,0.26016956,1.656409674,0.163669328,0.238895543,0.134251414,4782.877,1554.705,54.17,5227.4711,372.814,4782.877,398.679,-315.696,82.983,"Moderate Risk",-0.6152987222656389,630.04,0.637271115345829,0.6099380380586715,23.889554341455987
3730.567,18.282,528.009,808.005,279.665,279.665,2441.327,483.216,0.2165904,1.528089846,0.074965816,0.269816691,0.269816691,1036.5,1289.24,38.049,2677.6138,60.61,1036.5,262.24,-2.667,259.573,"Moderate Risk",0.19237147466724586,78.89199999999983,0.2817611680166853,0.2093278962645601,26.981669078630006
700.102,10.194,0,339.473,11.787,73.127,418.704,-264.308,0.484890773,1.672069051,0.016836118,0.263923978,0.042540675,277.076,281.398,26.175,528.457,9.66,277.076,5.131,15.67,20.801,"High Risk",-1.206380286995643,19.854000000000042,0.058484769039069504,0.03472146533008516,26.392397753684904
51319,96,2289,10182,4099,4099,37127,9491,0.198406048,1.382255501,0.079872952,0.345353442,0.345353442,11869,14187,604,23455.1339,239,11869,3256,95,3351,"Moderate Risk",-0.3950095157538592,335,0.04244267072089193,0.32868254350092213,34.535344173898395
